OBJECTID,AIN,APN,SitusHouseNo,SitusFraction,SitusDirection,SitusUnit,SitusStreet,SitusAddress,SitusCity,SitusZIP,SitusFullAddress,TaxRateArea,TaxRateCity,AgencyClassNo,AgencyName,AgencyType,UseCode,UseCode_2,UseType,UseDescription,DesignType1,YearBuilt1,EffectiveYear1,Units1,Bedrooms1,Bathrooms1,SQFTmain1,DesignType2,YearBuilt2,EffectiveYear2,Units2,Bedrooms2,Bathrooms2,SQFTmain2,DesignType3,YearBuilt3,EffectiveYear3,Units3,Bedrooms3,Bathrooms3,SQFTmain3,DesignType4,YearBuilt4,EffectiveYear4,Units4,Bedrooms4,Bathrooms4,SQFTmain4,DesignType5,YearBuilt5,EffectiveYear5,Units5,Bedrooms5,Bathrooms5,SQFTmain5,RecDate,RecDocNo,Roll_Year,Roll_LandValue,Roll_ImpValue,Roll_PersPropValue,Roll_FixtureValue,Roll_HomeOwnersExemp,Roll_RealEstateExemp,Roll_PersPropExemp,Roll_FixtureExemp,Roll_LandBaseYear,Roll_ImpBaseYear,LastSaleDate,LastSaleAmount,QualityClass1,QualityClass2,QualityClass3,QualityClass4,QualityClass5,LegalDescLine1,LegalDescLine2,LegalDescLine3,LegalDescLine4,LegalDescLine5,LegalDescLineLast,LegalDescription,SpatialChangeDate,ParcelCreateDate,ParcelTypeCode,Assr_Map,Assr_Index_Map,CENTER_LAT,CENTER_LON,CENTER_X,CENTER_Y,LAT_LON,Fire_Name,* Damage,Structure Category,Total_Units,GlobalID,SHAPE__Area,SHAPE__Length,Tot_SqFt,DINS_Count,LCITY,COMMUNITY,BSD_Tag,TT_Eligible,Debris_Cleared,ROE_Number,FSO_URL,ROE_Status,Permit_Status,elibility_calc
97834,4412014013,4412-014-013,669, , , ,HAVERFORD AVE,669 HAVERFORD AVE,LOS ANGELES CA,90272-4311,669 HAVERFORD AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0101,01,Residential,Single,0121,1998,1998,1,4,3,3810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20090424,599505,2024,774424,553532,0,0,0,0,0,0,1997,1999,19970324,9,D9C  ,,,,,TRACT # 9300 LOT   14 BLK   23,,,,,,TRACT # 9300 LOT   14 BLK   23,2/11/2019 10:14:40 AM,0,0,4412-014,4412-NDX,34.04277789,-118.52980784,6401164.004972,1838372.86723344,"34.042778, -118.529808",Palisades,Destroyed (>50%),Single Residence,1,e558870a-ae76-4d04-a420-2d66f1631a21,8999.7216796875,419.999704032714,3810,2,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC07250,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-013_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97835,4412014014,4412-014-014,665, , , ,HAVERFORD AVE,665 HAVERFORD AVE,LOS ANGELES CA,90272-4311,665 HAVERFORD AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0110,1925,1935,1,5,2,2152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191016,1100389,2024,92748,55732,0,0,7000,0,0,0,1975,1975,19700130,9,D75C ,,,,,TRACT # 9300 LOT   15 BLK   23,,,,,,TRACT # 9300 LOT   15 BLK   23,2/11/2019 10:14:40 AM,0,0,4412-014,4412-NDX,34.04262993,-118.52984481,6401152.52237858,1838319.08193174,"34.042630, -118.529845",Palisades,Destroyed (>50%),Single Residence,1,67446143-19cf-4209-992e-b7b133c9c665,7499.591796875,399.994716523525,2152,2,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC07834,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-014_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97836,4412014015,4412-014-015,659, , , ,HAVERFORD AVE,659 HAVERFORD AVE,LOS ANGELES CA,90272-4311,659 HAVERFORD AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0101,01,Residential,Single,0131,1948,1967,1,3,3,2507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20110729,1017574,2024,1403826,350952,0,0,7000,0,0,0,2012,2012,20110729,1425014,D8A  ,,,,,TRACT # 9300 LOT   16 BLK   23,,,,,,TRACT # 9300 LOT   16 BLK   23,2/11/2019 10:14:39 AM,0,0,4412-014,4412-NDX,34.04249541,-118.52987843,6401142.07955359,1838270.18291187,"34.042495, -118.529878",Palisades,Destroyed (>50%),Single Residence,1,41cfcbea-13a0-4f68-8985-6525654aaffa,7501.1259765625,400.021790602306,2507,2,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TTMS-LAC04918,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-015_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97837,4412014016,4412-014-016,655, , , ,HAVERFORD AVE,655 HAVERFORD AVE,LOS ANGELES CA,90272-4311,655 HAVERFORD AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0130,1940,1950,1,3,2,1581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201015,1278836,2024,540129,172898,0,0,7000,0,0,0,1995,1995,19940720,9,D7C  ,,,,,TRACT # 9300 LOT   17 BLK   23,,,,,,TRACT # 9300 LOT   17 BLK   23,2/11/2019 10:14:39 AM,0,0,4412-014,4412-NDX,34.04236089,-118.52991202,6401131.64558703,1838221.28062413,"34.042361, -118.529912",Palisades,Destroyed (>50%),Single Residence,1,01edad13-cbd9-4c5e-a867-41af762e3d4c,7500.5166015625,400.021784623447,1581,2,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TTMS-LAC03895,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-016_FSO_v3.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97838,4412014018,4412-014-018,637, , , ,HAVERFORD AVE,637 HAVERFORD AVE,LOS ANGELES CA,90272-4311,637 HAVERFORD AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0130,1990,2000,1,4,4,3416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191011,1086250,2024,1823957,899635,0,0,7000,0,0,0,2013,2013,20120703,9,D10D ,,,,,TRACT # 9300 LOT   20 BLK   23,,,,,,TRACT # 9300 LOT   20 BLK   23,2/11/2019 10:14:39 AM,0,0,4412-014,4412-NDX,34.04195744,-118.5300128,6401100.34083392,1838074.61978239,"34.041957, -118.530013",Palisades,Destroyed (>50%),Single Residence,1,f683ce17-ecde-4d53-b0f8-a2fd94f177e0,7500.4619140625,400.007987131179,3416,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TTS-OptOut00237,,Opt-Out and Manage Cleanup Independently,Finaled,Eligible Parcels
97839,4412014019,4412-014-019,631, , , ,HAVERFORD AVE,631 HAVERFORD AVE,LOS ANGELES CA,90272-4311,631 HAVERFORD AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0131,2011,2011,1,5,5,3616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20151218,1599313,2024,2414562,1104660,0,0,0,0,0,0,2013,2013,20120814,9,D105A,,,,,TRACT # 9300 LOT   21 BLK   23,,,,,,TRACT # 9300 LOT   21 BLK   23,2/11/2019 10:14:52 AM,0,0,4412-014,4412-NDX,34.04182305,-118.53004666,6401089.78173139,1838025.76674187,"34.041823, -118.530047",Palisades,Destroyed (>50%),Single Residence,1,bb10fcd3-b370-4da1-9d4d-37d1ee852095,7485.796875,399.059439906183,3616,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-OptOut20501,,Opt-Out and Manage Cleanup Independently,Finaled,Eligible Parcels
97840,4412014020,4412-014-020,625, , , ,HAVERFORD AVE,625 HAVERFORD AVE,LOS ANGELES CA,90272-4311,625 HAVERFORD AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0101,01,Residential,Single,0130,2002,2002,1,5,6,4121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20171010,1154992,2024,2965828,1211676,0,0,0,0,0,0,2018,2018,20171010,3700037,D10A ,,,,,TRACT # 9300 LOT   22 BLK   23,,,,,,TRACT # 9300 LOT   22 BLK   23,2/11/2019 10:14:40 AM,0,0,4412-014,4412-NDX,34.04168969,-118.53008497,6401077.91635128,1837977.29795792,"34.041690, -118.530085",Palisades,Destroyed (>50%),Single Residence,1,b9bc7bd8-7635-43f6-a9bf-91a2f9bdb9df,7337.0625,393.162087060619,4121,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC06507,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-020_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97841,4412014024,4412-014-024,595, , , ,RADCLIFFE AVE,595 RADCLIFFE AVE,LOS ANGELES CA,90272-4330,595 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0110,1925,1935,1,4,3,2744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180911,924323,2024,406238,257857,0,0,7000,0,0,0,1984,1984,19840514,9,D75C ,,,,,TRACT # 9300 LOT    1 BLK   24,,,,,,TRACT # 9300 LOT    1 BLK   24,2/11/2019 10:14:53 AM,0,0,4412-014,4412-NDX,34.04095048,-118.53093028,6400820.35337896,1837709.63973986,"34.040950, -118.530930",Palisades,Destroyed (>50%),Single Residence,1,29c5fa45-8ec9-428a-93c3-29854ebea56c,10661.3671875,576.771442736329,2744,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TTMS-LAC04383,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-024_FSO_V2.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97842,4412014025,4412-014-025,601, , , ,RADCLIFFE AVE,601 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,601 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0110,1951,1951,1,3,2,1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120306,347850,2024,1290818,322700,0,0,0,0,0,0,2010,2010,20100624,9,D65B ,,,,,TRACT # 9300 LOT    2 BLK   24,,,,,,TRACT # 9300 LOT    2 BLK   24,2/11/2019 10:14:52 AM,0,0,4412-014,4412-NDX,34.04106988,-118.53095714,6400812.43884446,1837753.13433228,"34.041070, -118.530957",Palisades,Destroyed (>50%),Single Residence,1,cc8f21e6-2d8a-47e5-8989-76964199d11e,9444.4130859375,548.054864877125,1227,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TTMS-LAC01442,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-025_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97843,4412014026,4412-014-026,607, , , ,RADCLIFFE AVE,607 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,607 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0110,1922,1931,1,3,1,1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170420,438920,2024,1365392,341347,0,0,7000,0,0,0,2017,2017,20170420,1500015,D65A ,,,,,TRACT # 9300 LOT    3 BLK   24,,,,,,TRACT # 9300 LOT    3 BLK   24,2/11/2019 10:14:52 AM,0,0,4412-014,4412-NDX,34.04118349,-118.53101688,6400794.7248471,1837794.57457024,"34.041183, -118.531017",Palisades,Destroyed (>50%),Single Residence,1,3eed91ba-f33d-439e-9e8a-eb069b5adc02,8998.55859375,512.649793248394,1368,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC06305,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-026_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97844,4412014027,4412-014-027,611, , , ,RADCLIFFE AVE,611 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,611 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0200,02,Residential,Two Units,0200,1928,1928,2,4,2,1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100305,303255,2024,1161768,153723,0,0,0,0,0,0,2006,2006,20051129,9,D75  ,,,,,TRACT # 9300 LOT    4 BLK   24,,,,,,TRACT # 9300 LOT    4 BLK   24,2/11/2019 10:14:52 AM,0,0,4412-014,4412-NDX,34.04130419,-118.53110173,6400769.24159182,1837838.63354418,"34.041304, -118.531102",Palisades,Destroyed (>50%),Single Residence,2,6ff83cd4-82cb-463b-8cb3-7662495b42f9,10661.3486328125,510.064572244496,1524,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TTMS-LAC00020,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-027_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97845,4412014028,4412-014-028,619, , , ,RADCLIFFE AVE,619 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,619 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,010V,01,Residential,Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20151230,1639160,2024,3365110,0,0,0,0,0,0,0,2014,2014,20140606,9,,,,,,TRACT # 9300 LOT    5 BLK   24,,,,,,TRACT # 9300 LOT    5 BLK   24,2/11/2019 10:14:52 AM,0,0,4412-014,4412-NDX,34.04144254,-118.53119064,6400742.64017637,1837889.12666569,"34.041443, -118.531191",Palisades,No Data/Vacant,,0,036a663f-95f7-4e59-ae1a-91b00600789c,11792.8837890625,518.175540224578,0,,Los Angeles,Pacific Palisades,,,NA,,,No ROE,NA,
97846,4412014029,4412-014-029,623, , , ,RADCLIFFE AVE,623 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,623 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0120,1931,1960,1,4,3,2522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20121108,1699090,2024,2211830,663449,0,0,7000,0,0,0,2007,2007,20060908,9,D7B  ,,,,,TRACT # 9300 LOT    6 BLK   24,,,,,,TRACT # 9300 LOT    6 BLK   24,2/11/2019 10:14:40 AM,0,0,4412-014,4412-NDX,34.04160107,-118.53123662,6400728.94870813,1837946.8909728,"34.041601, -118.531237",Palisades,Destroyed (>50%),Single Residence,1,2f841cd5-b73e-491b-ae04-bacebeecb800,11766.5947265625,518.123102756764,2522,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC00335,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-029_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97847,4412014030,4412-014-030,629, , , ,RADCLIFFE AVE,629 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,629 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0130,1922,1985,1,3,4,2475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210408,555066,2024,2878037,719509,0,0,7000,0,0,0,2018,2018,20170912,9,D105B,,,,,TRACT # 9300 LOT    7 BLK   24,,,,,,TRACT # 9300 LOT    7 BLK   24,2/11/2019 10:14:52 AM,0,0,4412-014,4412-NDX,34.04176129,-118.53126837,6400719.70788333,1838005.2468554,"34.041761, -118.531268",Palisades,Destroyed (>50%),Single Residence,1,1b626c68-b046-433d-82c2-d3a04259d86f,11676.6171875,516.957618177414,2475,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TTMS-LAC04937,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-030_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97848,4412014031,4412-014-031,633, , , ,RADCLIFFE AVE,633 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,633 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0120,1951,1963,1,2,2,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240222,,2024,845941,144279,0,0,0,0,0,0,1989,1989,20240222,9,D75D ,,,,,TRACT # 9300 LOT    8 BLK   24,,,,,,TRACT # 9300 LOT    8 BLK   24,2/11/2019 10:14:40 AM,0,0,4412-014,4412-NDX,34.04192374,-118.53127815,6400716.98884726,1838064.37897048,"34.041924, -118.531278",Palisades,Destroyed (>50%),Single Residence,1,0353af40-f671-41c0-bf4b-0c09c469ef5b,11807.126953125,518.465681407999,1080,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC04970,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-031_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97849,4412014032,4412-014-032,639, , , ,RADCLIFFE AVE,639 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,639 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180222,173857,2024,738852,721895,0,0,0,0,0,0,2012,2020,20110811,9,,,,,,TRACT # 9300 LOT    9 BLK   24,,,,,,TRACT # 9300 LOT    9 BLK   24,2/11/2019 10:14:52 AM,0,0,4412-014,4412-NDX,34.04208704,-118.53127441,6400718.50388702,1838123.8022517,"34.042087, -118.531274",Palisades,Destroyed (>50%),Single Residence,1,751f4d3f-7b1b-4e77-b02b-04f94787f442,11787.138671875,517.99466665424,0,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC05774,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-032_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97850,4412014035,4412-014-035,649, , , ,RADCLIFFE AVE,649 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,649 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0110,1941,1961,1,3,2,1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210315,413598,2024,82896,80267,0,0,7000,0,0,0,1975,1975,19710226,9,D7D  ,,,,,TRACT # 9300 LOT   11 BLK   24,,,,,,TRACT # 9300 LOT   11 BLK   24,2/11/2019 10:14:52 AM,0,0,4412-014,4412-NDX,34.0423927,-118.53119706,6400742.41184096,1838234.91179715,"34.042393, -118.531197",Palisades,Destroyed (>50%),Single Residence,1,ee69a160-e6cc-4214-bd13-7f8576e4da65,9849.9296875,494.397423781338,1914,2,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC00383,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-035_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97851,4412014036,4412-014-036,653, , , ,RADCLIFFE AVE,653 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,653 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0130,1946,2005,1,4,4,3416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20060817,1835323,2024,827903,782093,0,0,7000,0,0,0,1989,2009,19880711,0,D9D  ,,,,,TRACT # 9300 LOT   12 BLK   24,,,,,,TRACT # 9300 LOT   12 BLK   24,2/11/2019 10:14:40 AM,0,0,4412-014,4412-NDX,34.04252558,-118.53115398,6400755.71731969,1838283.19887518,"34.042526, -118.531154",Palisades,Destroyed (>50%),Single Residence,1,026ee68a-30ce-4a84-a5bb-761c750d7bf7,9556.462890625,482.592956864524,3416,2,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-OptOut00614,,Opt-Out and Manage Cleanup Independently,Finaled,Eligible Parcels
97852,4412014037,4412-014-037,659, , , ,RADCLIFFE AVE,659 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,659 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0120,1954,1967,1,4,2,1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190222,156716,2024,1246737,106039,0,0,0,0,0,0,1990,1990,19900102,9,D7A  ,,,,,TRACT # 9300 LOT   13 BLK   24,,,,,,TRACT # 9300 LOT   13 BLK   24,2/11/2019 10:14:40 AM,0,0,4412-014,4412-NDX,34.04265848,-118.53111113,6400768.95629132,1838331.49512369,"34.042658, -118.531111",Palisades,Destroyed (>50%),Single Residence,1,89be8afa-4880-489a-822f-f40e6c08d084,9269.111328125,471.099216560239,1498,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TTMS-LAC02647,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-037_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97853,4412014038,4412-014-038,663, , , ,RADCLIFFE AVE,663 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,663 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0110,1925,1950,1,2,2,2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20151202,1511587,2024,1856502,464123,0,0,0,0,0,0,2015,2015,20150228,999999999,D9C  ,,,,,TRACT # 9300 LOT   14 BLK   24,,,,,,TRACT # 9300 LOT   14 BLK   24,2/11/2019 10:14:40 AM,0,0,4412-014,4412-NDX,34.04279139,-118.53106828,6400782.1923043,1838379.79429954,"34.042791, -118.531068",Palisades,Destroyed (>50%),Single Residence,1,02df736d-5ad1-4d82-8d7a-db15b17067b3,8982.775390625,459.617982332615,2144,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC02886,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-038_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97854,4412014039,4412-014-039,669, , , ,RADCLIFFE AVE,669 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,669 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0130,1948,1979,1,3,3,2090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20050303,487745,2024,1222565,405617,0,0,7000,0,0,0,1990,1990,19900110,0,D8   ,,,,,TRACT # 9300 LOT   15 BLK   24,,,,,,TRACT # 9300 LOT   15 BLK   24,2/11/2019 10:14:40 AM,0,0,4412-014,4412-NDX,34.04292429,-118.53102541,6400795.43393965,1838428.09189839,"34.042924, -118.531025",Palisades,Destroyed (>50%),Single Residence,1,3fa809a0-b712-4a39-8cc8-2d583ba2165e,8694.587890625,448.116870255023,2090,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC02363,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-039_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97855,4412014040,4412-014-040,673, , , ,RADCLIFFE AVE,673 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,673 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0110,1954,1954,1,2,1,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211208,1823063,2024,1351187,319589,0,0,0,0,0,0,2022,2022,20211208,9,D6A  ,,,,,TRACT # 9300 LOT   16 BLK   24,,,,,,TRACT # 9300 LOT   16 BLK   24,2/11/2019 10:14:41 AM,0,0,4412-014,4412-NDX,34.04305719,-118.53098254,6400808.67582513,1838476.38746351,"34.043057, -118.530983",Palisades,Destroyed (>50%),Single Residence,1,85ee8ce0-7999-4388-a1a0-c33d7989a39c,8407.6708984375,436.635428408329,870,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC01374,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-040_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97856,4412014045,4412-014-045,645, , , ,HAVERFORD AVE,645 HAVERFORD AVE,LOS ANGELES CA,90272-4311,645 HAVERFORD AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0101,01,Residential,Single,0130,2011,2011,1,4,5,3977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180816,828331,2024,1512282,863875,0,0,0,0,0,0,2010,2012,20100115,9,     ,,,,,*TR=PARCEL,,,,,MAP AS PER BK 141 P 97-98 OF PM LOT    A,*TR=PARCEL MAP AS PER BK 141 P 97-98 OF PM LOT    A,2/11/2019 10:14:41 AM,0,0,4412-014,4412-NDX,34.04218389,-118.52987758,6401141.74015446,1838156.81149413,"34.042184, -118.529878",Palisades,Destroyed (>50%),Single Residence,1,81d4d946-a60c-4e4b-9cec-5506bd94beaf,8081.4228515625,410.797218650028,3977,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC02232,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-045_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97857,4412014046,4412-014-046,641, , , ,HAVERFORD AVE,641 HAVERFORD AVE,LOS ANGELES CA,90272-4311,641 HAVERFORD AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0120,1983,1983,1,4,3,2464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210111,45058,2024,884176,233406,0,0,0,0,0,0,1991,1991,19901204,9,D8B  ,,,,,*TR=PARCEL,,,,,MAP AS PER BK 141 P 97-98 OF PM LOT    B,*TR=PARCEL MAP AS PER BK 141 P 97-98 OF PM LOT    B,2/11/2019 10:14:40 AM,0,0,4412-014,4412-NDX,34.04213028,-118.53006165,6401085.87302803,1838137.59782103,"34.042130, -118.530062",Palisades,Destroyed (>50%),Single Residence,1,740d9e91-ab2d-4697-8664-fa0d88ccd19b,6913.09765625,499.915611252712,2464,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC06426,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-046_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97858,4412014047,4412-014-047,643, , , ,RADCLIFFE AVE,643 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,643 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0120,1949,1988,1,4,4,3023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220617,645177,2024,3870288,967572,0,0,0,0,0,0,2022,2022,20220617,4650046,D105D,,,,,TR=9300 LOT 10 BLK 24,,,,,,TR=9300 LOT 10 BLK 24,2/11/2019 10:14:52 AM,19930302,0,4412-014,4412-NDX,34.04224907,-118.5312519,6400725.63412117,1838182.7310906,"34.042249, -118.531252",Palisades,Affected (1-9%),Single Residence,1,82b8d61d-8203-47c4-8a0c-298fc2243847,11789.486328125,517.99427761857,3023,1,Los Angeles,Pacific Palisades,,,NA,,,No ROE,NA,
97859,4412014048,4412-014-048,608, , , ,RADCLIFFE AVE,608 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,608 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0100,2007,2007,1,4,5,3669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201214,1641950,2024,2731597,1109284,0,0,0,0,0,0,2019,2019,20180731,9,D10C ,,,,,TR=9300,,,,,POR OF LOT 3 AND ALL OF LOT 2 BLK 23,TR=9300 POR OF LOT 3 AND ALL OF LOT 2 BLK 23,2/11/2019 10:14:41 AM,20050907,0,4412-014,4412-NDX,34.04139055,-118.53044615,6400968.03091829,1837869.01292248,"34.041391, -118.530446",Palisades,Destroyed (>50%),Single Residence,1,d4e8907e-1015-4bc8-b2e8-ef289ccbc4d2,5106.0517578125,290.257499268077,3669,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TTMS-LAC04905,,Opt-Out and Manage Cleanup Independently,Finaled,Eligible Parcels
